s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,qc,c1,c2,c3,pred,mse,score,numPredictors
n,n,n,n,y,y,n,n,n,n,y,n,n,n,c2,0.329119075,0.640875496,3
n,n,n,n,y,y,n,n,n,n,y,n,n,n,c3,0.57217697,0.38682529,3
n,n,n,n,y,y,n,n,n,n,n,n,y,n,s2,0.675670415,0.396635299,3
n,n,n,n,y,y,n,n,n,n,n,n,y,n,s3,0.598768669,0.253735181,3
n,n,n,n,y,y,n,n,n,n,n,n,y,n,s6,0.859854681,-0.214701637,3
n,n,n,n,y,y,n,n,n,n,n,n,y,n,s7,0.901537533,0.08680199,3
n,n,n,n,y,y,n,n,n,n,n,n,y,n,s8,0.966920426,-0.863835389,3
n,n,n,n,y,y,n,n,n,n,n,n,y,n,s9,0.710717413,0.292269089,3
n,n,n,n,y,y,n,n,n,n,n,n,y,n,qc,1.03115367,-0.025552396,3
n,n,n,n,y,y,n,n,n,n,n,n,y,n,c3,0.600652439,0.317228281,3
n,n,n,n,y,y,n,n,n,n,n,n,n,y,s2,0.637845448,0.321100994,3
n,n,n,n,y,y,n,n,n,n,n,n,n,y,s3,0.98102638,0.051492843,3
n,n,n,n,y,y,n,n,n,n,n,n,n,y,s6,1.002894504,0.095032882,3
n,n,n,n,y,y,n,n,n,n,n,n,n,y,s7,1.020152533,-0.086888481,3
n,n,n,n,y,y,n,n,n,n,n,n,n,y,s8,0.718429981,0.319457142,3
n,n,n,n,y,y,n,n,n,n,n,n,n,y,s9,0.551913522,0.512562172,3
n,n,n,n,y,y,n,n,n,n,n,n,n,y,qc,1.453103822,-0.535540399,3
n,n,n,n,y,y,n,n,n,n,n,n,n,y,c2,0.386559064,0.602342271,3
n,n,n,n,y,n,y,y,n,n,n,n,n,n,s2,1.035103651,-0.007095601,3
n,n,n,n,y,n,y,y,n,n,n,n,n,n,s3,1.456957252,-0.284927987,3
n,n,n,n,y,n,y,y,n,n,n,n,n,n,s5,0.711375901,0.260771014,3
n,n,n,n,y,n,y,y,n,n,n,n,n,n,s8,0.820530522,0.222740975,3
n,n,n,n,y,n,y,y,n,n,n,n,n,n,s9,1.343343477,-0.302726109,3
n,n,n,n,y,n,y,y,n,n,n,n,n,n,qc,1.050572832,0.010130291,3
n,n,n,n,y,n,y,y,n,n,n,n,n,n,c2,0.548557455,0.401431158,3
n,n,n,n,y,n,y,y,n,n,n,n,n,n,c3,0.853281554,0.085578944,3
n,n,n,n,y,n,y,n,y,n,n,n,n,n,s2,0.849814542,0.148353146,3
n,n,n,n,y,n,y,n,y,n,n,n,n,n,s3,0.931002468,-0.040241281,3
n,n,n,n,y,n,y,n,y,n,n,n,n,n,s5,0.746300095,0.237503414,3
n,n,n,n,y,n,y,n,y,n,n,n,n,n,s7,0.944887179,-0.37796449,3
n,n,n,n,y,n,y,n,y,n,n,n,n,n,s9,0.344658193,0.493680435,3
n,n,n,n,y,n,y,n,y,n,n,n,n,n,qc,1.416637565,-0.19814311,3
n,n,n,n,y,n,y,n,y,n,n,n,n,n,c2,0.514681758,0.397512162,3
n,n,n,n,y,n,y,n,y,n,n,n,n,n,c3,0.798149588,0.218351961,3
n,n,n,n,y,n,y,n,n,y,n,n,n,n,s2,0.754471465,-0.186972349,3
n,n,n,n,y,n,y,n,n,y,n,n,n,n,s3,1.114747572,0.010187589,3
n,n,n,n,y,n,y,n,n,y,n,n,n,n,s5,0.877738133,0.264836572,3
n,n,n,n,y,n,y,n,n,y,n,n,n,n,s7,1.003246282,-0.074443327,3
n,n,n,n,y,n,y,n,n,y,n,n,n,n,s8,0.377084005,0.505138112,3
n,n,n,n,y,n,y,n,n,y,n,n,n,n,qc,1.240846288,-0.305123276,3
n,n,n,n,y,n,y,n,n,y,n,n,n,n,c2,0.403649956,0.632958096,3
n,n,n,n,y,n,y,n,n,y,n,n,n,n,c3,0.734409449,0.280774288,3
n,n,n,n,y,n,y,n,n,n,y,n,n,n,s2,0.644746587,0.284839745,3
n,n,n,n,y,n,y,n,n,n,y,n,n,n,s3,0.658056918,-0.054488455,3
n,n,n,n,y,n,y,n,n,n,y,n,n,n,s5,0.429773213,0.49630349,3
n,n,n,n,y,n,y,n,n,n,y,n,n,n,s7,1.11539505,0.132057611,3
n,n,n,n,y,n,y,n,n,n,y,n,n,n,s8,0.7462191,0.29313351,3
n,n,n,n,y,n,y,n,n,n,y,n,n,n,s9,0.936732187,0.147321494,3
n,n,n,n,y,n,y,n,n,n,y,n,n,n,c2,0.284975229,0.598766308,3
n,n,n,n,y,n,y,n,n,n,y,n,n,n,c3,0.615379436,0.249565517,3
n,n,n,n,y,n,y,n,n,n,n,n,y,n,s2,0.562169644,0.433886329,3
n,n,n,n,y,n,y,n,n,n,n,n,y,n,s3,0.739370672,0.196389168,3
n,n,n,n,y,n,y,n,n,n,n,n,y,n,s5,0.406663845,0.612144081,3
n,n,n,n,y,n,y,n,n,n,n,n,y,n,s7,1.10047753,0.129667875,3
n,n,n,n,y,n,y,n,n,n,n,n,y,n,s8,1.081177248,0.058879739,3
n,n,n,n,y,n,y,n,n,n,n,n,y,n,s9,0.957806126,-0.028875431,3
n,n,n,n,y,n,y,n,n,n,n,n,y,n,qc,1.388688844,-0.228198041,3
n,n,n,n,y,n,y,n,n,n,n,n,y,n,c3,0.608808969,0.307956617,3
n,n,n,n,y,n,y,n,n,n,n,n,n,y,s2,0.435445576,0.527925171,3
n,n,n,n,y,n,y,n,n,n,n,n,n,y,s3,0.889469215,0.091047943,3
n,n,n,n,y,n,y,n,n,n,n,n,n,y,s5,0.88460651,0.1432822,3
n,n,n,n,y,n,y,n,n,n,n,n,n,y,s7,1.000464046,0.109432815,3
n,n,n,n,y,n,y,n,n,n,n,n,n,y,s8,0.789071103,0.288300749,3
n,n,n,n,y,n,y,n,n,n,n,n,n,y,s9,0.617308341,0.422129724,3
n,n,n,n,y,n,y,n,n,n,n,n,n,y,qc,1.053402667,-0.21301989,3
n,n,n,n,y,n,y,n,n,n,n,n,n,y,c2,0.756199496,0.343637537,3
n,n,n,n,y,n,n,y,y,n,n,n,n,n,s2,0.888351526,-0.040318184,3
n,n,n,n,y,n,n,y,y,n,n,n,n,n,s3,0.623179635,0.120210692,3
n,n,n,n,y,n,n,y,y,n,n,n,n,n,s5,0.837527334,0.170878837,3
n,n,n,n,y,n,n,y,y,n,n,n,n,n,s6,0.80536405,-0.035645683,3
n,n,n,n,y,n,n,y,y,n,n,n,n,n,s9,0.377374485,0.529968356,3
n,n,n,n,y,n,n,y,y,n,n,n,n,n,qc,1.209147797,-0.392906916,3
n,n,n,n,y,n,n,y,y,n,n,n,n,n,c2,0.466998446,0.519593359,3
n,n,n,n,y,n,n,y,y,n,n,n,n,n,c3,0.478231216,0.512141769,3
n,n,n,n,y,n,n,y,n,y,n,n,n,n,s2,0.734327701,0.301539935,3
n,n,n,n,y,n,n,y,n,y,n,n,n,n,s3,0.985717203,-0.207566633,3
n,n,n,n,y,n,n,y,n,y,n,n,n,n,s5,1.372582255,-0.3475101,3
n,n,n,n,y,n,n,y,n,y,n,n,n,n,s6,1.271164017,0.016478025,3
n,n,n,n,y,n,n,y,n,y,n,n,n,n,s8,0.423308828,0.661979407,3
n,n,n,n,y,n,n,y,n,y,n,n,n,n,qc,1.149844032,-0.074534687,3
n,n,n,n,y,n,n,y,n,y,n,n,n,n,c2,0.281234682,0.670785932,3
n,n,n,n,y,n,n,y,n,y,n,n,n,n,c3,0.698553837,0.287383952,3
n,n,n,n,y,n,n,y,n,n,y,n,n,n,s2,1.144403273,0.046829786,3
n,n,n,n,y,n,n,y,n,n,y,n,n,n,s3,0.907243556,-0.037099996,3
n,n,n,n,y,n,n,y,n,n,y,n,n,n,s5,1.266284959,-0.025101169,3
n,n,n,n,y,n,n,y,n,n,y,n,n,n,s6,1.03560183,-0.365009374,3
n,n,n,n,y,n,n,y,n,n,y,n,n,n,s8,0.726456296,0.305040777,3
n,n,n,n,y,n,n,y,n,n,y,n,n,n,s9,0.641267967,0.416273488,3
n,n,n,n,y,n,n,y,n,n,y,n,n,n,c2,0.55588814,0.428151514,3
n,n,n,n,y,n,n,y,n,n,y,n,n,n,c3,0.890382091,0.156573099,3
n,n,n,n,y,n,n,y,n,n,n,n,y,n,s2,0.721316475,0.266110086,3
n,n,n,n,y,n,n,y,n,n,n,n,y,n,s3,0.795158541,0.243426948,3
n,n,n,n,y,n,n,y,n,n,n,n,y,n,s5,0.508591079,0.407731768,3
n,n,n,n,y,n,n,y,n,n,n,n,y,n,s6,0.689477122,0.138151738,3
n,n,n,n,y,n,n,y,n,n,n,n,y,n,s8,0.635207329,0.392333449,3
n,n,n,n,y,n,n,y,n,n,n,n,y,n,s9,0.938112449,0.246085896,3
n,n,n,n,y,n,n,y,n,n,n,n,y,n,qc,0.780502458,-0.023646488,3
n,n,n,n,y,n,n,y,n,n,n,n,y,n,c3,0.906754038,-0.030722549,3
n,n,n,n,y,n,n,y,n,n,n,n,n,y,s2,0.775683034,0.270740431,3
n,n,n,n,y,n,n,y,n,n,n,n,n,y,s3,0.877812822,0.270635599,3
n,n,n,n,y,n,n,y,n,n,n,n,n,y,s5,0.70935775,-0.069173175,3
n,n,n,n,y,n,n,y,n,n,n,n,n,y,s6,0.694294128,0.021990537,3
n,n,n,n,y,n,n,y,n,n,n,n,n,y,s8,0.741850256,0.024785576,3
n,n,n,n,y,n,n,y,n,n,n,n,n,y,s9,0.628899429,0.115523664,3
n,n,n,n,y,n,n,y,n,n,n,n,n,y,qc,1.022174175,-0.09477779,3
n,n,n,n,y,n,n,y,n,n,n,n,n,y,c2,0.677937824,0.26025532,3
n,n,n,n,y,n,n,n,y,y,n,n,n,n,s2,0.879258877,-0.554733649,3
n,n,n,n,y,n,n,n,y,y,n,n,n,n,s3,0.656227985,0.201529051,3
n,n,n,n,y,n,n,n,y,y,n,n,n,n,s5,0.999666597,0.110777214,3
n,n,n,n,y,n,n,n,y,y,n,n,n,n,s6,0.776187606,0.039522695,3
n,n,n,n,y,n,n,n,y,y,n,n,n,n,s7,0.566343418,0.438095512,3
n,n,n,n,y,n,n,n,y,y,n,n,n,n,qc,1.650365609,-0.421136918,3
n,n,n,n,y,n,n,n,y,y,n,n,n,n,c2,0.67675753,0.363791083,3
n,n,n,n,y,n,n,n,y,y,n,n,n,n,c3,0.782657358,0.201587388,3
n,n,n,n,y,n,n,n,y,n,y,n,n,n,s2,0.704043227,0.15703286,3
n,n,n,n,y,n,n,n,y,n,y,n,n,n,s3,0.469461733,0.438298827,3
n,n,n,n,y,n,n,n,y,n,y,n,n,n,s5,0.684662478,0.197571905,3
n,n,n,n,y,n,n,n,y,n,y,n,n,n,s6,0.922021982,0.272896428,3
n,n,n,n,y,n,n,n,y,n,y,n,n,n,s7,1.210555833,-0.249291189,3
n,n,n,n,y,n,n,n,y,n,y,n,n,n,s9,0.486251001,0.622267269,3
n,n,n,n,y,n,n,n,y,n,y,n,n,n,c2,0.689910555,0.351426134,3
n,n,n,n,y,n,n,n,y,n,y,n,n,n,c3,0.82899118,0.111609777,3
n,n,n,n,y,n,n,n,y,n,n,n,y,n,s2,0.700548658,0.318406933,3
n,n,n,n,y,n,n,n,y,n,n,n,y,n,s3,0.535947821,0.430842848,3
n,n,n,n,y,n,n,n,y,n,n,n,y,n,s5,0.818510519,0.049028529,3
n,n,n,n,y,n,n,n,y,n,n,n,y,n,s6,1.150298909,-0.195026339,3
n,n,n,n,y,n,n,n,y,n,n,n,y,n,s7,0.889677893,0.319923604,3
n,n,n,n,y,n,n,n,y,n,n,n,y,n,s9,0.291250599,0.663704407,3
n,n,n,n,y,n,n,n,y,n,n,n,y,n,qc,1.890046697,-0.484404143,3
n,n,n,n,y,n,n,n,y,n,n,n,y,n,c3,0.326331454,0.60204979,3
n,n,n,n,y,n,n,n,y,n,n,n,n,y,s2,0.782415676,0.406753966,3
n,n,n,n,y,n,n,n,y,n,n,n,n,y,s3,0.507834448,0.574102808,3
n,n,n,n,y,n,n,n,y,n,n,n,n,y,s5,0.537570589,0.373984336,3
n,n,n,n,y,n,n,n,y,n,n,n,n,y,s6,0.803316664,0.294107867,3
n,n,n,n,y,n,n,n,y,n,n,n,n,y,s7,1.175472991,-0.371389157,3
n,n,n,n,y,n,n,n,y,n,n,n,n,y,s9,0.277845862,0.59583264,3
n,n,n,n,y,n,n,n,y,n,n,n,n,y,qc,1.049431306,-0.01290047,3
n,n,n,n,y,n,n,n,y,n,n,n,n,y,c2,0.144996846,0.858011237,3
n,n,n,n,y,n,n,n,n,y,y,n,n,n,s2,0.507251833,0.501018725,3
n,n,n,n,y,n,n,n,n,y,y,n,n,n,s3,0.845441419,0.207660814,3
n,n,n,n,y,n,n,n,n,y,y,n,n,n,s5,1.362508614,-0.400631776,3
n,n,n,n,y,n,n,n,n,y,y,n,n,n,s6,0.718650633,0.255501554,3
n,n,n,n,y,n,n,n,n,y,y,n,n,n,s7,1.304841373,0.027866702,3
n,n,n,n,y,n,n,n,n,y,y,n,n,n,s8,0.378735215,0.604925799,3
n,n,n,n,y,n,n,n,n,y,y,n,n,n,c2,0.479331983,0.47696784,3
n,n,n,n,y,n,n,n,n,y,y,n,n,n,c3,0.679857129,0.22719498,3
n,n,n,n,y,n,n,n,n,y,n,n,y,n,s2,0.612120576,0.388853459,3
n,n,n,n,y,n,n,n,n,y,n,n,y,n,s3,0.312407592,0.578433268,3
n,n,n,n,y,n,n,n,n,y,n,n,y,n,s5,0.732153288,0.348735479,3
n,n,n,n,y,n,n,n,n,y,n,n,y,n,s6,0.889932373,0.072199506,3
n,n,n,n,y,n,n,n,n,y,n,n,y,n,s7,0.578691985,0.353294094,3
n,n,n,n,y,n,n,n,n,y,n,n,y,n,s8,0.44574321,0.612435342,3
n,n,n,n,y,n,n,n,n,y,n,n,y,n,qc,1.381669604,-0.132780662,3
n,n,n,n,y,n,n,n,n,y,n,n,y,n,c3,0.266455164,0.714452737,3
n,n,n,n,y,n,n,n,n,y,n,n,n,y,s2,0.366465352,0.565674378,3
n,n,n,n,y,n,n,n,n,y,n,n,n,y,s3,0.54973626,0.32480961,3
n,n,n,n,y,n,n,n,n,y,n,n,n,y,s5,0.870202474,0.161680516,3
n,n,n,n,y,n,n,n,n,y,n,n,n,y,s6,0.660335216,0.363693234,3
n,n,n,n,y,n,n,n,n,y,n,n,n,y,s7,1.13668458,-0.217351295,3
n,n,n,n,y,n,n,n,n,y,n,n,n,y,s8,0.716278898,0.362142564,3
n,n,n,n,y,n,n,n,n,y,n,n,n,y,qc,1.622452717,-0.535775098,3
n,n,n,n,y,n,n,n,n,y,n,n,n,y,c2,0.023316919,0.974557303,3
n,n,n,n,y,n,n,n,n,n,y,n,y,n,s0,0.826195507,0.145101023,3
n,n,n,n,y,n,n,n,n,n,y,n,y,n,s1,0.651959322,0.30569371,3
n,n,n,n,y,n,n,n,n,n,y,n,y,n,s2,0.547148514,0.318245224,3
n,n,n,n,y,n,n,n,n,n,y,n,y,n,s3,0.85741641,0.345530555,3
n,n,n,n,y,n,n,n,n,n,y,n,y,n,s5,0.918411302,0.235553886,3
n,n,n,n,y,n,n,n,n,n,y,n,y,n,s6,0.752454707,0.307472783,3
n,n,n,n,y,n,n,n,n,n,y,n,y,n,s7,1.146883909,-0.646273591,3
n,n,n,n,y,n,n,n,n,n,y,n,y,n,s8,0.727360264,0.310997807,3
n,n,n,n,y,n,n,n,n,n,y,n,y,n,s9,0.664196926,0.372296303,3
n,n,n,n,y,n,n,n,n,n,y,n,y,n,c1,0.745237751,0.157304863,3
n,n,n,n,y,n,n,n,n,n,y,n,y,n,c3,0.280043297,0.734725066,3
n,n,n,n,y,n,n,n,n,n,y,n,n,y,s0,0.573605108,0.481647718,3
n,n,n,n,y,n,n,n,n,n,y,n,n,y,s1,0.949772729,0.036593559,3
n,n,n,n,y,n,n,n,n,n,y,n,n,y,s2,0.595404687,0.346934288,3
n,n,n,n,y,n,n,n,n,n,y,n,n,y,s3,0.536583522,0.120532884,3
n,n,n,n,y,n,n,n,n,n,y,n,n,y,s5,0.83821929,0.041658929,3
n,n,n,n,y,n,n,n,n,n,y,n,n,y,s6,0.658409042,0.265877307,3
n,n,n,n,y,n,n,n,n,n,y,n,n,y,s7,0.974963061,-0.474098268,3
n,n,n,n,y,n,n,n,n,n,y,n,n,y,s8,0.660672595,0.127045481,3
n,n,n,n,y,n,n,n,n,n,y,n,n,y,s9,0.848909306,0.163777764,3
n,n,n,n,y,n,n,n,n,n,y,n,n,y,c1,0.252356986,0.739226137,3
n,n,n,n,y,n,n,n,n,n,y,n,n,y,c2,0.252620073,0.752620744,3
n,n,n,n,y,n,n,n,n,n,n,n,y,y,s0,0.371203665,0.631713886,3
n,n,n,n,y,n,n,n,n,n,n,n,y,y,s2,0.73504233,0.366616097,3
n,n,n,n,y,n,n,n,n,n,n,n,y,y,s3,0.597326858,0.352734374,3
n,n,n,n,y,n,n,n,n,n,n,n,y,y,s5,0.435183432,0.456658009,3
n,n,n,n,y,n,n,n,n,n,n,n,y,y,s6,0.757921806,0.242461423,3
n,n,n,n,y,n,n,n,n,n,n,n,y,y,s7,0.85136148,0.300452687,3
n,n,n,n,y,n,n,n,n,n,n,n,y,y,s8,0.242755883,0.710874592,3
n,n,n,n,y,n,n,n,n,n,n,n,y,y,s9,0.277529263,0.656849202,3
n,n,n,n,y,n,n,n,n,n,n,n,y,y,qc,0.974219069,0.16923841,3
n,n,n,n,n,y,y,y,n,n,n,n,n,n,s2,1.248915277,-0.06879538,3
n,n,n,n,n,y,y,y,n,n,n,n,n,n,s3,1.172009622,-0.020462151,3
n,n,n,n,n,y,y,y,n,n,n,n,n,n,s4,0.973882063,-0.081834905,3
n,n,n,n,n,y,y,y,n,n,n,n,n,n,s8,0.81615117,-0.078390201,3
n,n,n,n,n,y,y,y,n,n,n,n,n,n,s9,1.182939276,-0.143435177,3
n,n,n,n,n,y,y,y,n,n,n,n,n,n,qc,1.118906634,-0.36040878,3
n,n,n,n,n,y,y,y,n,n,n,n,n,n,c2,0.435625945,0.573411484,3
n,n,n,n,n,y,y,y,n,n,n,n,n,n,c3,0.832443326,0.053747686,3
n,n,n,n,n,y,y,n,y,n,n,n,n,n,s2,0.858331548,-0.436203981,3
n,n,n,n,n,y,y,n,y,n,n,n,n,n,s3,1.003774148,-0.140184971,3
n,n,n,n,n,y,y,n,y,n,n,n,n,n,s4,1.050348479,0.075208684,3
n,n,n,n,n,y,y,n,y,n,n,n,n,n,s7,0.918705775,-0.164310794,3
n,n,n,n,n,y,y,n,y,n,n,n,n,n,s9,0.436469843,0.216209047,3
n,n,n,n,n,y,y,n,y,n,n,n,n,n,qc,1.017721295,-0.091637002,3
n,n,n,n,n,y,y,n,y,n,n,n,n,n,c2,0.300808427,0.690554932,3
n,n,n,n,n,y,y,n,y,n,n,n,n,n,c3,0.643482485,0.369821359,3
n,n,n,n,n,y,y,n,n,y,n,n,n,n,s2,1.314160649,-0.270664301,3
n,n,n,n,n,y,y,n,n,y,n,n,n,n,s3,0.865446581,0.156424614,3
n,n,n,n,n,y,y,n,n,y,n,n,n,n,s4,1.204452939,-0.196604971,3
n,n,n,n,n,y,y,n,n,y,n,n,n,n,s7,1.09138284,0.221452727,3
n,n,n,n,n,y,y,n,n,y,n,n,n,n,s8,0.40391148,0.524069488,3
n,n,n,n,n,y,y,n,n,y,n,n,n,n,qc,0.923509581,0.142609528,3
n,n,n,n,n,y,y,n,n,y,n,n,n,n,c2,0.115878561,0.89106442,3
n,n,n,n,n,y,y,n,n,y,n,n,n,n,c3,0.800782902,0.293978543,3
n,n,n,n,n,y,y,n,n,n,y,n,n,n,s2,1.082361063,0.128036312,3
n,n,n,n,n,y,y,n,n,n,y,n,n,n,s3,0.825405089,0.281324456,3
n,n,n,n,n,y,y,n,n,n,y,n,n,n,s4,0.852980036,0.216713764,3
n,n,n,n,n,y,y,n,n,n,y,n,n,n,s7,1.055652577,-0.0524567,3
n,n,n,n,n,y,y,n,n,n,y,n,n,n,s8,0.71827844,0.163846634,3
n,n,n,n,n,y,y,n,n,n,y,n,n,n,s9,0.850662858,0.297335251,3
n,n,n,n,n,y,y,n,n,n,y,n,n,n,c2,0.378100423,0.62974359,3
n,n,n,n,n,y,y,n,n,n,y,n,n,n,c3,0.726989563,0.17361875,3
n,n,n,n,n,y,y,n,n,n,n,n,y,n,s2,0.835209439,0.279970418,3
n,n,n,n,n,y,y,n,n,n,n,n,y,n,s3,0.822091898,-0.045472962,3
n,n,n,n,n,y,y,n,n,n,n,n,y,n,s4,1.042959938,-0.097012795,3
n,n,n,n,n,y,y,n,n,n,n,n,y,n,s7,1.13507334,0.208813096,3
n,n,n,n,n,y,y,n,n,n,n,n,y,n,s8,1.303696354,-0.128460037,3
n,n,n,n,n,y,y,n,n,n,n,n,y,n,s9,0.723346291,0.277268003,3
n,n,n,n,n,y,y,n,n,n,n,n,y,n,qc,1.116667266,0.050922261,3
n,n,n,n,n,y,y,n,n,n,n,n,y,n,c3,0.785302414,0.158428939,3
n,n,n,n,n,y,y,n,n,n,n,n,n,y,s2,0.863208522,0.042519279,3
n,n,n,n,n,y,y,n,n,n,n,n,n,y,s3,0.569172682,0.223927927,3
n,n,n,n,n,y,y,n,n,n,n,n,n,y,s4,1.070325563,0.063320397,3
n,n,n,n,n,y,y,n,n,n,n,n,n,y,s7,0.390351404,0.369224034,3
n,n,n,n,n,y,y,n,n,n,n,n,n,y,s8,0.802059324,0.162208474,3
n,n,n,n,n,y,y,n,n,n,n,n,n,y,s9,0.920371962,-0.187471012,3
n,n,n,n,n,y,y,n,n,n,n,n,n,y,qc,1.183641113,-0.016855851,3
n,n,n,n,n,y,y,n,n,n,n,n,n,y,c2,0.43458003,0.52579978,3
n,n,n,n,n,y,n,y,y,n,n,n,n,n,s2,1.11893383,-0.022645981,3
n,n,n,n,n,y,n,y,y,n,n,n,n,n,s3,0.884261847,0.158647427,3
n,n,n,n,n,y,n,y,y,n,n,n,n,n,s4,1.02326245,0.024130583,3
n,n,n,n,n,y,n,y,y,n,n,n,n,n,s6,0.837343491,0.191013747,3
n,n,n,n,n,y,n,y,y,n,n,n,n,n,s9,0.372837091,0.638436021,3
n,n,n,n,n,y,n,y,y,n,n,n,n,n,qc,1.164301771,-0.099222894,3
n,n,n,n,n,y,n,y,y,n,n,n,n,n,c2,0.702614502,0.233328897,3
n,n,n,n,n,y,n,y,y,n,n,n,n,n,c3,0.582490096,0.337873722,3
n,n,n,n,n,y,n,y,n,y,n,n,n,n,s2,1.462236296,-0.453697135,3
n,n,n,n,n,y,n,y,n,y,n,n,n,n,s3,0.882002087,0.113195711,3
n,n,n,n,n,y,n,y,n,y,n,n,n,n,s4,0.849451404,0.112481092,3
n,n,n,n,n,y,n,y,n,y,n,n,n,n,s6,1.233208756,-0.191445257,3
n,n,n,n,n,y,n,y,n,y,n,n,n,n,s8,0.473652353,0.378407744,3
n,n,n,n,n,y,n,y,n,y,n,n,n,n,qc,1.223885821,-0.408753621,3
n,n,n,n,n,y,n,y,n,y,n,n,n,n,c2,0.731123446,0.284044329,3
n,n,n,n,n,y,n,y,n,y,n,n,n,n,c3,0.632681777,0.400683329,3
n,n,n,n,n,y,n,y,n,n,y,n,n,n,s2,0.907545028,0.036238134,3
n,n,n,n,n,y,n,y,n,n,y,n,n,n,s3,0.625537036,0.440068315,3
n,n,n,n,n,y,n,y,n,n,y,n,n,n,s4,0.356526121,0.570188198,3
n,n,n,n,n,y,n,y,n,n,y,n,n,n,s6,0.807276994,-0.360439764,3
n,n,n,n,n,y,n,y,n,n,y,n,n,n,s8,0.599936682,0.521432909,3
n,n,n,n,n,y,n,y,n,n,y,n,n,n,s9,0.877549402,0.166018148,3
n,n,n,n,n,y,n,y,n,n,y,n,n,n,c2,0.548494364,0.357931034,3
n,n,n,n,n,y,n,y,n,n,y,n,n,n,c3,0.564334277,0.311813367,3
n,n,n,n,n,y,n,y,n,n,n,n,y,n,s2,0.732680036,0.39326783,3
n,n,n,n,n,y,n,y,n,n,n,n,y,n,s3,0.892753707,0.01778281,3
n,n,n,n,n,y,n,y,n,n,n,n,y,n,s4,1.069593436,0.06743274,3
n,n,n,n,n,y,n,y,n,n,n,n,y,n,s6,0.746345116,0.213004032,3
n,n,n,n,n,y,n,y,n,n,n,n,y,n,s8,0.71782897,0.251203226,3
n,n,n,n,n,y,n,y,n,n,n,n,y,n,s9,0.693961948,0.141951397,3
n,n,n,n,n,y,n,y,n,n,n,n,y,n,qc,1.340840072,-0.277405499,3
n,n,n,n,n,y,n,y,n,n,n,n,y,n,c3,0.84621416,0.136751159,3
n,n,n,n,n,y,n,y,n,n,n,n,n,y,s2,0.86297924,0.211282894,3
n,n,n,n,n,y,n,y,n,n,n,n,n,y,s3,1.184928827,-0.441772168,3
n,n,n,n,n,y,n,y,n,n,n,n,n,y,s4,0.826689416,0.045594631,3
n,n,n,n,n,y,n,y,n,n,n,n,n,y,s6,0.643045227,0.244791118,3
n,n,n,n,n,y,n,y,n,n,n,n,n,y,s8,0.658974789,0.460988312,3
n,n,n,n,n,y,n,y,n,n,n,n,n,y,s9,0.746611457,0.12168369,3
n,n,n,n,n,y,n,y,n,n,n,n,n,y,qc,1.089414187,-0.165004146,3
n,n,n,n,n,y,n,y,n,n,n,n,n,y,c2,0.388994181,0.599837238,3
n,n,n,n,n,y,n,n,y,y,n,n,n,n,s2,0.776969815,-0.079682561,3
n,n,n,n,n,y,n,n,y,y,n,n,n,n,s3,0.558886066,0.301015132,3
n,n,n,n,n,y,n,n,y,y,n,n,n,n,s4,1.015200754,-0.060696186,3
n,n,n,n,n,y,n,n,y,y,n,n,n,n,s6,0.859780635,0.220360013,3
n,n,n,n,n,y,n,n,y,y,n,n,n,n,s7,0.683244973,0.405322084,3
n,n,n,n,n,y,n,n,y,y,n,n,n,n,qc,1.154604357,-0.317799255,3
n,n,n,n,n,y,n,n,y,y,n,n,n,n,c2,0.521108604,0.336612905,3
n,n,n,n,n,y,n,n,y,y,n,n,n,n,c3,0.760282262,0.255436389,3
n,n,n,n,n,y,n,n,y,n,y,n,n,n,s2,1.276206307,-0.131525912,3
n,n,n,n,n,y,n,n,y,n,y,n,n,n,s3,1.112885046,-0.128426907,3
n,n,n,n,n,y,n,n,y,n,y,n,n,n,s4,0.465432463,0.548802669,3
n,n,n,n,n,y,n,n,y,n,y,n,n,n,s6,0.669877622,-0.021600178,3
n,n,n,n,n,y,n,n,y,n,y,n,n,n,s7,0.662172002,0.150330638,3
n,n,n,n,n,y,n,n,y,n,y,n,n,n,s9,0.539466741,0.470353828,3
n,n,n,n,n,y,n,n,y,n,y,n,n,n,c2,0.616179315,0.327644286,3
n,n,n,n,n,y,n,n,y,n,y,n,n,n,c3,0.570736645,0.351234067,3
n,n,n,n,n,y,n,n,y,n,n,n,y,n,s2,0.52735348,0.390454653,3
n,n,n,n,n,y,n,n,y,n,n,n,y,n,s3,0.757314928,0.072240766,3
n,n,n,n,n,y,n,n,y,n,n,n,y,n,s4,0.793880293,-0.219790324,3
n,n,n,n,n,y,n,n,y,n,n,n,y,n,s6,1.060585354,0.12089135,3
n,n,n,n,n,y,n,n,y,n,n,n,y,n,s7,0.696577923,0.27659468,3
n,n,n,n,n,y,n,n,y,n,n,n,y,n,s9,0.506522152,0.508793065,3
n,n,n,n,n,y,n,n,y,n,n,n,y,n,qc,1.495457543,-0.476288035,3
n,n,n,n,n,y,n,n,y,n,n,n,y,n,c3,0.406404198,0.538033521,3
n,n,n,n,n,y,n,n,y,n,n,n,n,y,s2,0.667951267,0.359129842,3
n,n,n,n,n,y,n,n,y,n,n,n,n,y,s3,1.058213996,-0.119644197,3
n,n,n,n,n,y,n,n,y,n,n,n,n,y,s4,0.924719955,-0.171892864,3
