s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,qc,c1,c2,c3,pred,mse,score,numPredictors
n,n,n,n,n,y,n,n,y,n,n,n,n,y,s6,0.685009722,0.289854085,3
n,n,n,n,n,y,n,n,y,n,n,n,n,y,s7,0.586555318,0.26902552,3
n,n,n,n,n,y,n,n,y,n,n,n,n,y,s9,0.313013953,0.734800301,3
n,n,n,n,n,y,n,n,y,n,n,n,n,y,qc,1.249932795,-0.227293534,3
n,n,n,n,n,y,n,n,y,n,n,n,n,y,c2,0.476683632,0.328848566,3
n,n,n,n,n,y,n,n,n,y,y,n,n,n,s2,0.708386343,0.262812315,3
n,n,n,n,n,y,n,n,n,y,y,n,n,n,s3,1.177991745,0.161462038,3
n,n,n,n,n,y,n,n,n,y,y,n,n,n,s4,1.071848488,-0.177446601,3
n,n,n,n,n,y,n,n,n,y,y,n,n,n,s6,0.652262518,0.242999514,3
n,n,n,n,n,y,n,n,n,y,y,n,n,n,s7,0.716925466,0.440006727,3
n,n,n,n,n,y,n,n,n,y,y,n,n,n,s8,0.35480083,0.657616126,3
n,n,n,n,n,y,n,n,n,y,y,n,n,n,c2,0.439044242,0.520928571,3
n,n,n,n,n,y,n,n,n,y,y,n,n,n,c3,0.411071452,0.454849537,3
n,n,n,n,n,y,n,n,n,y,n,n,y,n,s2,0.70689237,0.334074187,3
n,n,n,n,n,y,n,n,n,y,n,n,y,n,s3,0.978590922,-0.035398937,3
n,n,n,n,n,y,n,n,n,y,n,n,y,n,s4,0.7742514,0.118578708,3
n,n,n,n,n,y,n,n,n,y,n,n,y,n,s6,0.836771663,0.156800798,3
n,n,n,n,n,y,n,n,n,y,n,n,y,n,s7,0.966379024,0.081099345,3
n,n,n,n,n,y,n,n,n,y,n,n,y,n,s8,0.717846759,0.372316561,3
n,n,n,n,n,y,n,n,n,y,n,n,y,n,qc,0.758717393,-0.049727638,3
n,n,n,n,n,y,n,n,n,y,n,n,y,n,c3,0.272809194,0.73283107,3
n,n,n,n,n,y,n,n,n,y,n,n,n,y,s2,0.68588652,0.318481427,3
n,n,n,n,n,y,n,n,n,y,n,n,n,y,s3,0.792923004,0.261220631,3
n,n,n,n,n,y,n,n,n,y,n,n,n,y,s4,0.800162581,0.178581746,3
n,n,n,n,n,y,n,n,n,y,n,n,n,y,s6,0.812327345,-0.01627189,3
n,n,n,n,n,y,n,n,n,y,n,n,n,y,s7,0.682180515,0.335195366,3
n,n,n,n,n,y,n,n,n,y,n,n,n,y,s8,0.508537439,0.468806926,3
n,n,n,n,n,y,n,n,n,y,n,n,n,y,qc,0.952843888,-0.128074737,3
n,n,n,n,n,y,n,n,n,y,n,n,n,y,c2,0.209176777,0.771752804,3
n,n,n,n,n,y,n,n,n,n,y,n,y,n,s0,0.836325374,0.127962451,3
n,n,n,n,n,y,n,n,n,n,y,n,y,n,s1,1.02206116,0.080458833,3
n,n,n,n,n,y,n,n,n,n,y,n,y,n,s2,0.79686555,0.237399593,3
n,n,n,n,n,y,n,n,n,n,y,n,y,n,s3,0.708205347,0.236618983,3
n,n,n,n,n,y,n,n,n,n,y,n,y,n,s4,0.604608047,0.23015196,3
n,n,n,n,n,y,n,n,n,n,y,n,y,n,s6,0.758428026,0.370993377,3
n,n,n,n,n,y,n,n,n,n,y,n,y,n,s7,1.027239613,0.340431657,3
n,n,n,n,n,y,n,n,n,n,y,n,y,n,s8,0.692406677,0.397966473,3
n,n,n,n,n,y,n,n,n,n,y,n,y,n,s9,1.045815723,0.085207104,3
n,n,n,n,n,y,n,n,n,n,y,n,y,n,c1,0.852885705,0.1976669,3
n,n,n,n,n,y,n,n,n,n,y,n,y,n,c3,0.783936883,0.04401539,3
n,n,n,n,n,y,n,n,n,n,y,n,n,y,s0,0.557460134,0.345763011,3
n,n,n,n,n,y,n,n,n,n,y,n,n,y,s1,0.782543472,0.121789463,3
n,n,n,n,n,y,n,n,n,n,y,n,n,y,s2,0.705503946,0.320658516,3
n,n,n,n,n,y,n,n,n,n,y,n,n,y,s3,0.861221453,0.289764382,3
n,n,n,n,n,y,n,n,n,n,y,n,n,y,s4,0.754423167,0.217419913,3
n,n,n,n,n,y,n,n,n,n,y,n,n,y,s6,0.534863372,0.195113399,3
n,n,n,n,n,y,n,n,n,n,y,n,n,y,s7,0.643170133,0.23992963,3
n,n,n,n,n,y,n,n,n,n,y,n,n,y,s8,0.801894423,0.392315425,3
n,n,n,n,n,y,n,n,n,n,y,n,n,y,s9,0.55149225,0.515816276,3
n,n,n,n,n,y,n,n,n,n,y,n,n,y,c1,0.738015689,0.26233631,3
n,n,n,n,n,y,n,n,n,n,y,n,n,y,c2,0.259833034,0.695838757,3
n,n,n,n,n,y,n,n,n,n,n,n,y,y,s0,0.494964264,0.607643368,3
n,n,n,n,n,y,n,n,n,n,n,n,y,y,s2,0.556555421,0.336598296,3
n,n,n,n,n,y,n,n,n,n,n,n,y,y,s3,1.057967758,0.026903502,3
n,n,n,n,n,y,n,n,n,n,n,n,y,y,s4,0.921516205,0.137350012,3
n,n,n,n,n,y,n,n,n,n,n,n,y,y,s6,0.663313934,0.310894225,3
n,n,n,n,n,y,n,n,n,n,n,n,y,y,s7,0.806567691,0.084960191,3
n,n,n,n,n,y,n,n,n,n,n,n,y,y,s8,0.297236052,0.454266543,3
n,n,n,n,n,y,n,n,n,n,n,n,y,y,s9,0.392393635,0.680324122,3
n,n,n,n,n,y,n,n,n,n,n,n,y,y,qc,0.861234833,-0.032719564,3
n,n,n,n,n,n,y,y,y,n,n,n,n,n,s2,0.950019929,-0.126654424,3
n,n,n,n,n,n,y,y,y,n,n,n,n,n,s3,0.93596913,0.222314204,3
n,n,n,n,n,n,y,y,y,n,n,n,n,n,s4,1.077278057,-0.088661893,3
n,n,n,n,n,n,y,y,y,n,n,n,n,n,s5,0.559287255,0.492382295,3
n,n,n,n,n,n,y,y,y,n,n,n,n,n,s9,0.49851715,0.365771251,3
n,n,n,n,n,n,y,y,y,n,n,n,n,n,qc,1.464463683,-0.147408159,3
n,n,n,n,n,n,y,y,y,n,n,n,n,n,c2,0.478810694,0.584404158,3
n,n,n,n,n,n,y,y,y,n,n,n,n,n,c3,0.388038322,0.55891032,3
n,n,n,n,n,n,y,y,n,y,n,n,n,n,s2,0.498216286,0.541969113,3
n,n,n,n,n,n,y,y,n,y,n,n,n,n,s3,0.880979319,0.070618619,3
n,n,n,n,n,n,y,y,n,y,n,n,n,n,s4,1.115713463,-0.168309537,3
n,n,n,n,n,n,y,y,n,y,n,n,n,n,s5,0.88064794,0.123436492,3
n,n,n,n,n,n,y,y,n,y,n,n,n,n,s8,0.309240393,0.587874569,3
n,n,n,n,n,n,y,y,n,y,n,n,n,n,qc,1.762705428,-0.391185828,3
n,n,n,n,n,n,y,y,n,y,n,n,n,n,c2,0.664091886,0.349685262,3
n,n,n,n,n,n,y,y,n,y,n,n,n,n,c3,0.444437223,0.523717871,3
n,n,n,n,n,n,y,y,n,n,y,n,n,n,s2,0.688358619,0.341240737,3
n,n,n,n,n,n,y,y,n,n,y,n,n,n,s3,0.775197249,0.297786239,3
n,n,n,n,n,n,y,y,n,n,y,n,n,n,s4,0.75601768,0.186603865,3
n,n,n,n,n,n,y,y,n,n,y,n,n,n,s5,1.213555993,-0.079481544,3
n,n,n,n,n,n,y,y,n,n,y,n,n,n,s8,0.56770144,0.249889368,3
n,n,n,n,n,n,y,y,n,n,y,n,n,n,s9,1.004422172,0.181715729,3
n,n,n,n,n,n,y,y,n,n,y,n,n,n,c2,0.721997684,0.257272727,3
n,n,n,n,n,n,y,y,n,n,y,n,n,n,c3,0.635867011,0.397666071,3
n,n,n,n,n,n,y,y,n,n,n,n,y,n,s2,0.777022643,0.221301994,3
n,n,n,n,n,n,y,y,n,n,n,n,y,n,s3,1.03574892,-0.021361526,3
n,n,n,n,n,n,y,y,n,n,n,n,y,n,s4,0.940926474,0.207537818,3
n,n,n,n,n,n,y,y,n,n,n,n,y,n,s5,0.434146252,0.557332843,3
n,n,n,n,n,n,y,y,n,n,n,n,y,n,s8,0.95124007,0.176620844,3
n,n,n,n,n,n,y,y,n,n,n,n,y,n,s9,0.717691973,0.293034035,3
n,n,n,n,n,n,y,y,n,n,n,n,y,n,qc,1.152443821,-0.44806006,3
n,n,n,n,n,n,y,y,n,n,n,n,y,n,c3,0.789554477,0.153872206,3
n,n,n,n,n,n,y,y,n,n,n,n,n,y,s2,0.514745929,0.383682866,3
n,n,n,n,n,n,y,y,n,n,n,n,n,y,s3,0.797771869,0.27733698,3
n,n,n,n,n,n,y,y,n,n,n,n,n,y,s4,0.995897697,0.172725026,3
n,n,n,n,n,n,y,y,n,n,n,n,n,y,s5,0.384665028,0.657681343,3
n,n,n,n,n,n,y,y,n,n,n,n,n,y,s8,0.881062016,-0.038158898,3
n,n,n,n,n,n,y,y,n,n,n,n,n,y,s9,0.749548096,0.254227224,3
n,n,n,n,n,n,y,y,n,n,n,n,n,y,qc,1.146757787,-0.632939451,3
n,n,n,n,n,n,y,y,n,n,n,n,n,y,c2,0.321720975,0.684953398,3
n,n,n,n,n,n,y,n,y,y,n,n,n,n,s2,0.859343921,0.248065546,3
n,n,n,n,n,n,y,n,y,y,n,n,n,n,s3,1.320427944,-0.548886764,3
n,n,n,n,n,n,y,n,y,y,n,n,n,n,s4,1.384336307,-0.161746395,3
n,n,n,n,n,n,y,n,y,y,n,n,n,n,s5,0.570323716,0.336227442,3
n,n,n,n,n,n,y,n,y,y,n,n,n,n,s7,0.668669589,0.306453541,3
n,n,n,n,n,n,y,n,y,y,n,n,n,n,qc,1.149946594,-0.488723119,3
n,n,n,n,n,n,y,n,y,y,n,n,n,n,c2,0.676768832,0.33727131,3
n,n,n,n,n,n,y,n,y,y,n,n,n,n,c3,0.551967315,0.500907541,3
n,n,n,n,n,n,y,n,y,n,y,n,n,n,s2,1.003405404,0.144830846,3
n,n,n,n,n,n,y,n,y,n,y,n,n,n,s3,0.87435178,0.287125267,3
n,n,n,n,n,n,y,n,y,n,y,n,n,n,s4,0.849642659,-0.209609175,3
n,n,n,n,n,n,y,n,y,n,y,n,n,n,s5,1.007870458,0.058424257,3
n,n,n,n,n,n,y,n,y,n,y,n,n,n,s7,0.666175017,-0.517813158,3
n,n,n,n,n,n,y,n,y,n,y,n,n,n,s9,0.228960075,0.69969771,3
n,n,n,n,n,n,y,n,y,n,y,n,n,n,c2,0.495532839,0.490239703,3
n,n,n,n,n,n,y,n,y,n,y,n,n,n,c3,0.644537817,0.30927963,3
n,n,n,n,n,n,y,n,y,n,n,n,y,n,s2,0.771483929,0.261689807,3
n,n,n,n,n,n,y,n,y,n,n,n,y,n,s3,1.06028464,-0.184692727,3
n,n,n,n,n,n,y,n,y,n,n,n,y,n,s4,1.260667991,-0.628361897,3
n,n,n,n,n,n,y,n,y,n,n,n,y,n,s5,0.570978744,0.506108261,3
n,n,n,n,n,n,y,n,y,n,n,n,y,n,s7,0.961739701,0.002480186,3
n,n,n,n,n,n,y,n,y,n,n,n,y,n,s9,0.535620552,0.326507595,3
n,n,n,n,n,n,y,n,y,n,n,n,y,n,qc,1.551015712,-0.373743219,3
n,n,n,n,n,n,y,n,y,n,n,n,y,n,c3,0.519470462,0.507924332,3
n,n,n,n,n,n,y,n,y,n,n,n,n,y,s2,0.602278732,0.401238452,3
n,n,n,n,n,n,y,n,y,n,n,n,n,y,s3,0.908395622,0.160172761,3
n,n,n,n,n,n,y,n,y,n,n,n,n,y,s4,1.276563445,-0.003254892,3
n,n,n,n,n,n,y,n,y,n,n,n,n,y,s5,0.637839589,0.284205936,3
n,n,n,n,n,n,y,n,y,n,n,n,n,y,s7,0.897399761,0.069213799,3
n,n,n,n,n,n,y,n,y,n,n,n,n,y,s9,0.383512101,0.676686469,3
n,n,n,n,n,n,y,n,y,n,n,n,n,y,qc,1.757599548,-0.848048872,3
n,n,n,n,n,n,y,n,y,n,n,n,n,y,c2,0.267782992,0.707803523,3
n,n,n,n,n,n,y,n,n,y,y,n,n,n,s2,0.919700158,0.152396904,3
n,n,n,n,n,n,y,n,n,y,y,n,n,n,s3,0.522754584,0.41178844,3
n,n,n,n,n,n,y,n,n,y,y,n,n,n,s4,0.952263117,0.106788784,3
n,n,n,n,n,n,y,n,n,y,y,n,n,n,s5,0.902016069,0.061208804,3
n,n,n,n,n,n,y,n,n,y,y,n,n,n,s7,0.926143594,0.130416291,3
n,n,n,n,n,n,y,n,n,y,y,n,n,n,s8,0.49934982,0.386357482,3
n,n,n,n,n,n,y,n,n,y,y,n,n,n,c2,0.347431829,0.673384901,3
n,n,n,n,n,n,y,n,n,y,y,n,n,n,c3,0.49021305,0.535638825,3
n,n,n,n,n,n,y,n,n,y,n,n,y,n,s2,0.457417306,0.513142008,3
n,n,n,n,n,n,y,n,n,y,n,n,y,n,s3,0.722074513,0.285994135,3
n,n,n,n,n,n,y,n,n,y,n,n,y,n,s4,0.749879585,0.163042885,3
n,n,n,n,n,n,y,n,n,y,n,n,y,n,s5,0.4218085,0.621438622,3
n,n,n,n,n,n,y,n,n,y,n,n,y,n,s7,0.591042412,0.250949457,3
n,n,n,n,n,n,y,n,n,y,n,n,y,n,s8,0.345528283,0.662775118,3
n,n,n,n,n,n,y,n,n,y,n,n,y,n,qc,1.190746215,-0.229890169,3
n,n,n,n,n,n,y,n,n,y,n,n,y,n,c3,0.323506965,0.683181463,3
n,n,n,n,n,n,y,n,n,y,n,n,n,y,s2,0.632912512,0.413230708,3
n,n,n,n,n,n,y,n,n,y,n,n,n,y,s3,0.790652943,0.143245502,3
n,n,n,n,n,n,y,n,n,y,n,n,n,y,s4,1.248907454,0.016836632,3
n,n,n,n,n,n,y,n,n,y,n,n,n,y,s5,0.763390626,0.245759098,3
n,n,n,n,n,n,y,n,n,y,n,n,n,y,s7,0.734304102,0.360881602,3
n,n,n,n,n,n,y,n,n,y,n,n,n,y,s8,0.526832812,0.584888276,3
n,n,n,n,n,n,y,n,n,y,n,n,n,y,qc,1.04273647,-0.212210153,3
n,n,n,n,n,n,y,n,n,y,n,n,n,y,c2,0.030260405,0.971552678,3
n,n,n,n,n,n,y,n,n,n,y,n,y,n,s0,0.74725605,0.449876821,3
n,n,n,n,n,n,y,n,n,n,y,n,y,n,s1,0.71371588,0.311081732,3
n,n,n,n,n,n,y,n,n,n,y,n,y,n,s2,0.41261386,0.620480293,3
n,n,n,n,n,n,y,n,n,n,y,n,y,n,s3,0.70228769,0.131501213,3
n,n,n,n,n,n,y,n,n,n,y,n,y,n,s4,1.322576279,-0.250539825,3
n,n,n,n,n,n,y,n,n,n,y,n,y,n,s5,0.85865333,0.163169309,3
n,n,n,n,n,n,y,n,n,n,y,n,y,n,s7,0.860807892,0.082880108,3
n,n,n,n,n,n,y,n,n,n,y,n,y,n,s8,0.655915815,0.432249095,3
n,n,n,n,n,n,y,n,n,n,y,n,y,n,s9,0.813193126,0.061037932,3
n,n,n,n,n,n,y,n,n,n,y,n,y,n,c1,0.804030149,0.232882729,3
n,n,n,n,n,n,y,n,n,n,y,n,y,n,c3,0.558144825,0.495321796,3
n,n,n,n,n,n,y,n,n,n,y,n,n,y,s0,0.647169513,0.330346692,3
n,n,n,n,n,n,y,n,n,n,y,n,n,y,s1,0.792907595,0.082350758,3
n,n,n,n,n,n,y,n,n,n,y,n,n,y,s2,0.564004988,0.352495534,3
n,n,n,n,n,n,y,n,n,n,y,n,n,y,s3,0.645660318,0.375321478,3
n,n,n,n,n,n,y,n,n,n,y,n,n,y,s4,1.237961159,-0.136811995,3
n,n,n,n,n,n,y,n,n,n,y,n,n,y,s5,0.858997414,0.25408217,3
n,n,n,n,n,n,y,n,n,n,y,n,n,y,s7,1.087271282,0.123251727,3
n,n,n,n,n,n,y,n,n,n,y,n,n,y,s8,0.40908437,0.52378179,3
n,n,n,n,n,n,y,n,n,n,y,n,n,y,s9,0.622352612,0.485924138,3
n,n,n,n,n,n,y,n,n,n,y,n,n,y,c1,0.105228761,0.894821429,3
n,n,n,n,n,n,y,n,n,n,y,n,n,y,c2,0.431581733,0.577371795,3
n,n,n,n,n,n,y,n,n,n,n,n,y,y,s0,0.602740098,0.179903395,3
n,n,n,n,n,n,y,n,n,n,n,n,y,y,s2,0.51104986,0.526208823,3
n,n,n,n,n,n,y,n,n,n,n,n,y,y,s3,1.121940197,-0.209349594,3
n,n,n,n,n,n,y,n,n,n,n,n,y,y,s4,0.798533993,0.214963194,3
n,n,n,n,n,n,y,n,n,n,n,n,y,y,s5,0.708809391,0.211613429,3
n,n,n,n,n,n,y,n,n,n,n,n,y,y,s7,0.975521994,0.164198769,3
n,n,n,n,n,n,y,n,n,n,n,n,y,y,s8,0.608544509,0.357397429,3
n,n,n,n,n,n,y,n,n,n,n,n,y,y,s9,0.510342739,0.497284406,3
n,n,n,n,n,n,y,n,n,n,n,n,y,y,qc,1.147150798,-0.133383562,3
n,n,n,n,n,n,n,y,y,y,n,n,n,n,s2,0.939935063,0.125555727,3
n,n,n,n,n,n,n,y,y,y,n,n,n,n,s3,0.844381789,0.219354641,3
n,n,n,n,n,n,n,y,y,y,n,n,n,n,s4,0.680552118,0.276489001,3
n,n,n,n,n,n,n,y,y,y,n,n,n,n,s5,0.91397415,-0.223290534,3
n,n,n,n,n,n,n,y,y,y,n,n,n,n,s6,1.039367382,-0.447518308,3
n,n,n,n,n,n,n,y,y,y,n,n,n,n,qc,1.199621114,-0.230361734,3
n,n,n,n,n,n,n,y,y,y,n,n,n,n,c2,0.428733718,0.558956722,3
n,n,n,n,n,n,n,y,y,y,n,n,n,n,c3,0.689458068,0.32479631,3
n,n,n,n,n,n,n,y,y,n,y,n,n,n,s2,0.859120536,-0.193839763,3
n,n,n,n,n,n,n,y,y,n,y,n,n,n,s3,1.304399065,-0.039879809,3
n,n,n,n,n,n,n,y,y,n,y,n,n,n,s4,0.915043922,0.019993378,3
n,n,n,n,n,n,n,y,y,n,y,n,n,n,s5,1.124912605,-0.198739583,3
n,n,n,n,n,n,n,y,y,n,y,n,n,n,s6,0.880995816,-0.186654086,3
n,n,n,n,n,n,n,y,y,n,y,n,n,n,s9,0.317828381,0.630500038,3
n,n,n,n,n,n,n,y,y,n,y,n,n,n,c2,0.702924634,-0.301591895,3
n,n,n,n,n,n,n,y,y,n,y,n,n,n,c3,0.89116555,0.127259081,3
n,n,n,n,n,n,n,y,y,n,n,n,y,n,s2,0.755986301,0.245216661,3
n,n,n,n,n,n,n,y,y,n,n,n,y,n,s3,1.007331842,0.155690689,3
n,n,n,n,n,n,n,y,y,n,n,n,y,n,s4,0.722638505,-0.001504331,3
n,n,n,n,n,n,n,y,y,n,n,n,y,n,s5,0.826193055,-0.38225209,3
n,n,n,n,n,n,n,y,y,n,n,n,y,n,s6,1.009032769,-0.185977578,3
n,n,n,n,n,n,n,y,y,n,n,n,y,n,s9,0.338807432,0.584544,3
n,n,n,n,n,n,n,y,y,n,n,n,y,n,qc,1.48016492,-0.292782885,3
n,n,n,n,n,n,n,y,y,n,n,n,y,n,c3,0.561458036,0.427239555,3
n,n,n,n,n,n,n,y,y,n,n,n,n,y,s2,0.795681728,0.210644371,3
n,n,n,n,n,n,n,y,y,n,n,n,n,y,s3,0.847148301,-0.101733996,3
n,n,n,n,n,n,n,y,y,n,n,n,n,y,s4,0.836759081,0.033969295,3
n,n,n,n,n,n,n,y,y,n,n,n,n,y,s5,0.70763027,0.212924929,3
n,n,n,n,n,n,n,y,y,n,n,n,n,y,s6,0.713890162,0.241265209,3
n,n,n,n,n,n,n,y,y,n,n,n,n,y,s9,0.191124302,0.764908968,3
n,n,n,n,n,n,n,y,y,n,n,n,n,y,qc,1.477647945,-0.569522064,3
n,n,n,n,n,n,n,y,y,n,n,n,n,y,c2,0.366506786,0.675426587,3
n,n,n,n,n,n,n,y,n,y,y,n,n,n,s2,0.682434311,0.347911972,3
n,n,n,n,n,n,n,y,n,y,y,n,n,n,s3,0.709363241,-0.242056085,3
n,n,n,n,n,n,n,y,n,y,y,n,n,n,s4,0.443382092,0.596001236,3
n,n,n,n,n,n,n,y,n,y,y,n,n,n,s5,0.958523236,0.268854651,3
n,n,n,n,n,n,n,y,n,y,y,n,n,n,s6,1.14866359,-0.001605601,3
n,n,n,n,n,n,n,y,n,y,y,n,n,n,s8,0.546050294,0.490857553,3
n,n,n,n,n,n,n,y,n,y,y,n,n,n,c2,0.653507606,0.286912815,3
n,n,n,n,n,n,n,y,n,y,y,n,n,n,c3,0.92178255,0.149606959,3
n,n,n,n,n,n,n,y,n,y,n,n,y,n,s2,0.693316585,0.382941245,3
n,n,n,n,n,n,n,y,n,y,n,n,y,n,s3,0.598667939,0.010871754,3
n,n,n,n,n,n,n,y,n,y,n,n,y,n,s4,0.822855969,0.343159205,3
n,n,n,n,n,n,n,y,n,y,n,n,y,n,s5,0.686227381,0.154265748,3
n,n,n,n,n,n,n,y,n,y,n,n,y,n,s6,1.043221961,0.146781306,3
n,n,n,n,n,n,n,y,n,y,n,n,y,n,s8,0.417670611,0.602895725,3
n,n,n,n,n,n,n,y,n,y,n,n,y,n,qc,1.185570433,-0.123330815,3
n,n,n,n,n,n,n,y,n,y,n,n,y,n,c3,0.413243037,0.608549748,3
n,n,n,n,n,n,n,y,n,y,n,n,n,y,s2,0.491729891,0.593339123,3
n,n,n,n,n,n,n,y,n,y,n,n,n,y,s3,0.78499469,0.268607571,3
n,n,n,n,n,n,n,y,n,y,n,n,n,y,s4,0.853047135,0.153852108,3
n,n,n,n,n,n,n,y,n,y,n,n,n,y,s5,0.694482604,0.486076427,3
n,n,n,n,n,n,n,y,n,y,n,n,n,y,s6,0.870097157,-0.045996497,3
n,n,n,n,n,n,n,y,n,y,n,n,n,y,s8,0.405760968,0.574436893,3
n,n,n,n,n,n,n,y,n,y,n,n,n,y,qc,1.358803804,-0.350635217,3
n,n,n,n,n,n,n,y,n,y,n,n,n,y,c2,0.174184083,0.852172245,3
n,n,n,n,n,n,n,y,n,n,y,n,y,n,s0,0.794066424,0.268400127,3
n,n,n,n,n,n,n,y,n,n,y,n,y,n,s1,0.768467456,0.115711499,3
n,n,n,n,n,n,n,y,n,n,y,n,y,n,s2,0.697639043,0.277216103,3
n,n,n,n,n,n,n,y,n,n,y,n,y,n,s3,0.873089695,0.274979563,3
n,n,n,n,n,n,n,y,n,n,y,n,y,n,s4,0.456780174,0.565257712,3
n,n,n,n,n,n,n,y,n,n,y,n,y,n,s5,0.604265289,0.232183356,3
n,n,n,n,n,n,n,y,n,n,y,n,y,n,s6,0.641987303,0.262462412,3
n,n,n,n,n,n,n,y,n,n,y,n,y,n,s8,0.560309286,0.506156414,3
n,n,n,n,n,n,n,y,n,n,y,n,y,n,s9,0.356293344,0.599889281,3
n,n,n,n,n,n,n,y,n,n,y,n,y,n,c1,0.475926614,0.487708102,3
n,n,n,n,n,n,n,y,n,n,y,n,y,n,c3,0.689274794,0.324975795,3
n,n,n,n,n,n,n,y,n,n,y,n,n,y,s0,0.555420231,0.398298812,3
n,n,n,n,n,n,n,y,n,n,y,n,n,y,s1,1.318919097,-0.245922367,3
n,n,n,n,n,n,n,y,n,n,y,n,n,y,s2,0.926911009,0.332916322,3
n,n,n,n,n,n,n,y,n,n,y,n,n,y,s3,1.135316757,0.071720165,3
n,n,n,n,n,n,n,y,n,n,y,n,n,y,s4,0.92013081,-0.207577363,3
n,n,n,n,n,n,n,y,n,n,y,n,n,y,s5,0.620339804,0.303844483,3
n,n,n,n,n,n,n,y,n,n,y,n,n,y,s6,0.913276401,0.108904696,3
n,n,n,n,n,n,n,y,n,n,y,n,n,y,s8,0.541886547,0.434735967,3
n,n,n,n,n,n,n,y,n,n,y,n,n,y,s9,0.71557339,-0.051211941,3
n,n,n,n,n,n,n,y,n,n,y,n,n,y,c1,0.333790154,0.655076923,3
n,n,n,n,n,n,n,y,n,n,y,n,n,y,c2,0.276112809,0.748928571,3
n,n,n,n,n,n,n,y,n,n,n,n,y,y,s0,0.380367137,0.597586656,3
n,n,n,n,n,n,n,y,n,n,n,n,y,y,s2,0.565828974,0.459608411,3
n,n,n,n,n,n,n,y,n,n,n,n,y,y,s3,0.640625205,0.2158622,3
n,n,n,n,n,n,n,y,n,n,n,n,y,y,s4,0.677432638,0.179636665,3
n,n,n,n,n,n,n,y,n,n,n,n,y,y,s5,0.474378737,0.481554607,3
n,n,n,n,n,n,n,y,n,n,n,n,y,y,s6,1.014784495,0.199744208,3
n,n,n,n,n,n,n,y,n,n,n,n,y,y,s8,0.622385136,0.490916999,3
n,n,n,n,n,n,n,y,n,n,n,n,y,y,s9,0.576338779,0.553744942,3
n,n,n,n,n,n,n,y,n,n,n,n,y,y,qc,0.975397698,-0.008172091,3
n,n,n,n,n,n,n,n,y,y,y,n,n,n,s2,0.68822333,0.33967968,3
n,n,n,n,n,n,n,n,y,y,y,n,n,n,s3,1.009204689,0.174834375,3
n,n,n,n,n,n,n,n,y,y,y,n,n,n,s4,0.714449692,0.310245915,3
n,n,n,n,n,n,n,n,y,y,y,n,n,n,s5,0.899662285,-0.075120627,3
n,n,n,n,n,n,n,n,y,y,y,n,n,n,s6,0.866308896,-0.072895357,3
n,n,n,n,n,n,n,n,y,y,y,n,n,n,s7,0.878484578,-0.024901665,3
n,n,n,n,n,n,n,n,y,y,y,n,n,n,c2,0.701263803,0.362335615,3
n,n,n,n,n,n,n,n,y,y,y,n,n,n,c3,0.728351107,0.219460933,3
n,n,n,n,n,n,n,n,y,y,n,n,y,n,s2,1.105687307,-0.137343423,3
n,n,n,n,n,n,n,n,y,y,n,n,y,n,s3,1.029892076,0.142289286,3
n,n,n,n,n,n,n,n,y,y,n,n,y,n,s4,0.729677691,0.33384479,3
n,n,n,n,n,n,n,n,y,y,n,n,y,n,s5,0.43942138,0.443405541,3
n,n,n,n,n,n,n,n,y,y,n,n,y,n,s6,0.904819501,0.070464392,3
n,n,n,n,n,n,n,n,y,y,n,n,y,n,s7,0.680108522,0.218727805,3
n,n,n,n,n,n,n,n,y,y,n,n,y,n,qc,1.277076399,-0.164488315,3
n,n,n,n,n,n,n,n,y,y,n,n,y,n,c3,0.464659783,0.559844515,3
n,n,n,n,n,n,n,n,y,y,n,n,n,y,s2,0.841947744,-0.095071795,3
n,n,n,n,n,n,n,n,y,y,n,n,n,y,s3,1.437294778,-0.321993514,3
n,n,n,n,n,n,n,n,y,y,n,n,n,y,s4,1.058859576,0.044910897,3
n,n,n,n,n,n,n,n,y,y,n,n,n,y,s5,0.585819139,0.442069747,3
n,n,n,n,n,n,n,n,y,y,n,n,n,y,s6,0.85654753,0.097443956,3
n,n,n,n,n,n,n,n,y,y,n,n,n,y,s7,0.6432258,0.432953093,3
n,n,n,n,n,n,n,n,y,y,n,n,n,y,qc,1.446385685,-0.247185115,3
n,n,n,n,n,n,n,n,y,y,n,n,n,y,c2,0.143008933,0.869960915,3
n,n,n,n,n,n,n,n,y,n,y,n,y,n,s0,0.50779112,0.49986064,3
n,n,n,n,n,n,n,n,y,n,y,n,y,n,s1,0.938753857,-0.134935637,3
n,n,n,n,n,n,n,n,y,n,y,n,y,n,s2,0.713444496,0.226541255,3
n,n,n,n,n,n,n,n,y,n,y,n,y,n,s3,0.800477559,0.29791958,3
n,n,n,n,n,n,n,n,y,n,y,n,y,n,s4,1.11010325,0.095828066,3
n,n,n,n,n,n,n,n,y,n,y,n,y,n,s5,1.224749827,0.119633694,3
n,n,n,n,n,n,n,n,y,n,y,n,y,n,s6,0.685645551,0.244636995,3
n,n,n,n,n,n,n,n,y,n,y,n,y,n,s7,0.640105211,0.314468656,3
n,n,n,n,n,n,n,n,y,n,y,n,y,n,s9,0.82667605,-0.511952415,3
n,n,n,n,n,n,n,n,y,n,y,n,y,n,c1,0.929404112,-0.050945585,3
