s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,qc,c1,c2,c3,pred,mse,score
n,n,n,n,n,n,n,n,y,n,n,n,y,y,s9,0.2727850432012474,0.6273953744716492
n,n,n,n,n,n,n,n,y,n,n,n,y,y,qc,1.2261304835392777,-0.28529250011809504
n,n,n,n,n,n,n,n,n,y,y,y,n,n,s0,0.8864827394491213,0.023058774486377387
n,n,n,n,n,n,n,n,n,y,y,y,n,n,s1,1.3833298300033663,-0.14260435707682073
n,n,n,n,n,n,n,n,n,y,y,y,n,n,s2,0.729779091259287,0.16678522830922715
n,n,n,n,n,n,n,n,n,y,y,y,n,n,s3,0.7698380963606631,0.3231388400205486
n,n,n,n,n,n,n,n,n,y,y,y,n,n,s4,0.5069100798071813,0.477341913700955
n,n,n,n,n,n,n,n,n,y,y,y,n,n,s5,0.9213964024453297,-0.16708962139597672
n,n,n,n,n,n,n,n,n,y,y,y,n,n,s6,1.446118339531796,-0.3571753357753362
n,n,n,n,n,n,n,n,n,y,y,y,n,n,s7,0.9182688605893675,0.26529344194550664
n,n,n,n,n,n,n,n,n,y,y,y,n,n,s8,0.37967980681967645,0.4234182274612531
n,n,n,n,n,n,n,n,n,y,y,y,n,n,c2,0.9863575846467653,-0.08246826769474924
n,n,n,n,n,n,n,n,n,y,y,y,n,n,c3,1.5528162829888987,-0.37226722813321866
n,n,n,n,n,n,n,n,n,y,y,n,y,n,s0,0.743967239367073,0.269234577922713
n,n,n,n,n,n,n,n,n,y,y,n,y,n,s1,0.4349257174975739,0.38000687220005464
n,n,n,n,n,n,n,n,n,y,y,n,y,n,s2,0.9353325197758742,0.3731960224756409
n,n,n,n,n,n,n,n,n,y,y,n,y,n,s3,1.404474640786229,-1.124878338985038
n,n,n,n,n,n,n,n,n,y,y,n,y,n,s4,0.6075698208408834,0.1622905707008494
n,n,n,n,n,n,n,n,n,y,y,n,y,n,s5,1.1726827207738928,-0.1428790372370583
n,n,n,n,n,n,n,n,n,y,y,n,y,n,s6,0.7787351066009598,0.22533006697288083
n,n,n,n,n,n,n,n,n,y,y,n,y,n,s7,1.0089809699413244,0.24624044565752412
n,n,n,n,n,n,n,n,n,y,y,n,y,n,s8,0.18593718755331298,0.8049886175184683
n,n,n,n,n,n,n,n,n,y,y,n,y,n,c1,1.1247168307013549,-0.26202706018518507
n,n,n,n,n,n,n,n,n,y,y,n,y,n,c3,1.324419717168503,-0.36195117127434573
n,n,n,n,n,n,n,n,n,y,y,n,n,y,s0,0.4447056925247747,0.4118987703280771
n,n,n,n,n,n,n,n,n,y,y,n,n,y,s1,0.7656468988673237,-0.030715545708102976
n,n,n,n,n,n,n,n,n,y,y,n,n,y,s2,1.1500320603348175,0.05560883879023137
n,n,n,n,n,n,n,n,n,y,y,n,n,y,s3,1.1247593458465892,0.0528437990195616
n,n,n,n,n,n,n,n,n,y,y,n,n,y,s4,0.8095252724763818,-0.014288029374878386
n,n,n,n,n,n,n,n,n,y,y,n,n,y,s5,1.1652484629531017,-0.16446265047259123
n,n,n,n,n,n,n,n,n,y,y,n,n,y,s6,1.1544933120233223,-0.34835793337114906
n,n,n,n,n,n,n,n,n,y,y,n,n,y,s7,1.4911140409125434,-0.19653158763342746
n,n,n,n,n,n,n,n,n,y,y,n,n,y,s8,0.6716226931686969,0.4025978561121417
n,n,n,n,n,n,n,n,n,y,y,n,n,y,c1,1.9117240455390863,-0.7334266454204079
n,n,n,n,n,n,n,n,n,y,y,n,n,y,c2,1.7475918143645877,-0.5497997258636589
n,n,n,n,n,n,n,n,n,y,n,n,y,y,s0,0.6851438656921979,0.25776582417162874
n,n,n,n,n,n,n,n,n,y,n,n,y,y,s2,1.3035701873961687,-0.32991282484773476
n,n,n,n,n,n,n,n,n,y,n,n,y,y,s3,1.0904206830630074,-0.3123208133003361
n,n,n,n,n,n,n,n,n,y,n,n,y,y,s4,1.1554518276773391,-0.08814146459698957
n,n,n,n,n,n,n,n,n,y,n,n,y,y,s5,1.03104919589056,-0.051285399953155064
n,n,n,n,n,n,n,n,n,y,n,n,y,y,s6,1.0343659480533158,0.0006635967049190006
n,n,n,n,n,n,n,n,n,y,n,n,y,y,s7,1.065161655477997,0.03193589169212774
n,n,n,n,n,n,n,n,n,y,n,n,y,y,s8,0.5725794428114354,0.13048083114870446
n,n,n,n,n,n,n,n,n,y,n,n,y,y,qc,1.0442063658289649,0.08948844465098582
n,n,n,n,n,n,n,n,n,n,y,n,y,y,s2,1.045214075949672,-0.25145884038415156
n,n,n,n,n,n,n,n,n,n,y,n,y,y,s3,1.046068301499049,-0.1174990256479276
n,n,n,n,n,n,n,n,n,n,y,n,y,y,s4,0.9077042254985104,0.2026678599183864
n,n,n,n,n,n,n,n,n,n,y,n,y,y,s5,1.0990981679778244,0.03557729728363712
n,n,n,n,n,n,n,n,n,n,y,n,y,y,s6,1.0674282998219478,0.037388866033075674
n,n,n,n,n,n,n,n,n,n,y,n,y,y,s7,0.8110239760759927,0.0360272156357726
n,n,n,n,n,n,n,n,n,n,y,n,y,y,s8,1.035710726934479,0.19621420420912672
n,n,n,n,n,n,n,n,n,n,y,n,y,y,s9,0.771708813323293,0.24233953987332776
n,y,n,n,n,n,n,n,n,n,y,y,n,y,s3,0.6690988495496419,0.30436250206259685
n,n,n,y,y,y,y,n,n,n,n,n,n,n,s7,1.0743253973312896,-0.36153346330652947
n,n,n,y,y,y,y,n,n,n,n,n,n,n,s8,0.9757673750821816,-0.017862880351570798
n,n,n,y,y,y,y,n,n,n,n,n,n,n,s9,1.1145160822688975,0.027978930993302616
n,n,n,y,y,y,y,n,n,n,n,n,n,n,qc,1.0860484649820272,-0.25203844742820714
n,n,n,y,y,y,y,n,n,n,n,n,n,n,c3,1.548546334686832,-0.09479500420810383
n,n,n,y,y,y,n,y,n,n,n,n,n,n,s6,0.9809683311221393,0.06510159959830686
n,n,n,y,y,y,n,y,n,n,n,n,n,n,s8,0.9514136546476052,0.1755473522518125
n,n,n,y,y,y,n,y,n,n,n,n,n,n,s9,1.139242542948989,-0.1047963756362662
n,n,n,y,y,y,n,y,n,n,n,n,n,n,qc,1.6931143345842188,-0.439072049957074
n,n,n,y,y,y,n,y,n,n,n,n,n,n,c3,1.660785338508638,-0.46768250562956726
n,n,n,y,y,y,n,n,y,n,n,n,n,n,s6,0.6316936608909959,0.33815487707384817
n,n,n,y,y,y,n,n,y,n,n,n,n,n,s7,0.6772409935973368,0.2940021006182597
n,n,n,y,y,y,n,n,y,n,n,n,n,n,s9,0.5122417797930471,0.5681630428185549
n,n,n,y,y,y,n,n,y,n,n,n,n,n,qc,0.6267678789876328,0.0008783833145621367
n,n,n,y,y,y,n,n,y,n,n,n,n,n,c3,0.716885667547759,-2.287517079579581
n,n,n,y,y,y,n,n,n,y,n,n,n,n,s6,0.6563114745695856,0.40486369531383015
n,n,n,y,y,y,n,n,n,y,n,n,n,n,s7,1.1254139434054489,-0.2767664406130266
n,n,n,y,y,y,n,n,n,y,n,n,n,n,s8,0.5888205307975436,0.3824435700286447
n,n,n,y,y,y,n,n,n,y,n,n,n,n,qc,1.2439159935663069,-0.07037555451057176
n,n,n,y,y,y,n,n,n,y,n,n,n,n,c3,1.1470246661971006,-0.4310463259421671
n,n,n,y,y,y,n,n,n,n,y,n,n,n,s6,0.5319524490174721,0.5434322694193954
n,n,n,y,y,y,n,n,n,n,y,n,n,n,s7,0.8838310920970512,0.2589671820138181
n,n,n,y,y,y,n,n,n,n,y,n,n,n,s8,1.2116595140409638,0.0817908496732026
n,n,n,y,y,y,n,n,n,n,y,n,n,n,s9,0.6361296762226327,0.43012810062893075
n,n,n,y,y,y,n,n,n,n,y,n,n,n,c3,1.3489971123480207,-0.38722504157218407
n,n,n,y,y,y,n,n,n,n,n,n,n,y,s6,0.8684535566983227,0.22393624199030182
n,n,n,y,y,y,n,n,n,n,n,n,n,y,s7,0.639435389873902,0.06748733543223517
n,n,n,y,y,y,n,n,n,n,n,n,n,y,s8,1.0372230107920226,-0.2056234567901234
n,n,n,y,y,y,n,n,n,n,n,n,n,y,s9,0.7635313841177372,0.17981451531894843
n,n,n,y,y,y,n,n,n,n,n,n,n,y,qc,1.0527786342208998,-0.3821011319566259
n,n,n,y,y,n,y,y,n,n,n,n,n,n,s5,0.6497873876163983,0.3667269323472875
n,n,n,y,y,n,y,y,n,n,n,n,n,n,s8,0.9308718187598415,0.2449804912686384
n,n,n,y,y,n,y,y,n,n,n,n,n,n,s9,1.0501707544791063,0.21699538740724286
n,n,n,y,y,n,y,y,n,n,n,n,n,n,qc,0.8952579573008509,0.09374124760721803
n,n,n,y,y,n,y,y,n,n,n,n,n,n,c3,0.9101358785329219,-0.47074296624300715
n,n,n,y,y,n,y,n,y,n,n,n,n,n,s5,0.7598358070570077,0.24029845684362486
n,n,n,y,y,n,y,n,y,n,n,n,n,n,s7,1.0830893901210712,0.2631566395458098
n,n,n,y,y,n,y,n,y,n,n,n,n,n,s9,0.5650482813840301,0.3630510129787907
n,n,n,y,y,n,y,n,y,n,n,n,n,n,qc,1.1315362371691144,-0.08615671138162528
n,n,n,y,y,n,y,n,y,n,n,n,n,n,c3,1.3551334200224876,-0.39353524015666896
n,n,n,y,y,n,y,n,n,y,n,n,n,n,s5,0.6247262347545325,0.32749135846137156
n,n,n,y,y,n,y,n,n,y,n,n,n,n,s7,0.7334117267540484,0.21861022610965286
n,n,n,y,y,n,y,n,n,y,n,n,n,n,s8,0.5016815550519145,0.4168669183807643
n,n,n,y,y,n,y,n,n,y,n,n,n,n,qc,1.1753171637794797,-0.034909109742824684
n,n,n,y,y,n,y,n,n,y,n,n,n,n,c3,1.8904599853584314,-0.47818094475871775
n,n,n,y,y,n,y,n,n,n,y,n,n,n,s5,0.7146448707801666,0.27829309199757835
n,n,n,y,y,n,y,n,n,n,y,n,n,n,s7,0.9271729109172759,0.17467322029822052
n,n,n,y,y,n,y,n,n,n,y,n,n,n,s8,0.6190260478745785,0.49312821015411823
n,n,n,y,y,n,y,n,n,n,y,n,n,n,s9,0.42105208378863895,0.5359470029918498
n,n,n,y,y,n,y,n,n,n,y,n,n,n,c3,1.5795649806381233,-0.6243267504981789
n,n,n,y,y,n,y,n,n,n,n,n,n,y,s5,0.5871928365283425,0.495560603217428
n,n,n,y,y,n,y,n,n,n,n,n,n,y,s7,1.2793986469945282,-0.06508953209488899
n,n,n,y,y,n,y,n,n,n,n,n,n,y,s8,1.2829511218588967,0.04646209251809663
n,n,n,y,y,n,y,n,n,n,n,n,n,y,s9,1.3363401694096344,-0.500684856203492
n,n,n,y,y,n,y,n,n,n,n,n,n,y,qc,0.9260189709834383,-0.044404899325557246
n,n,n,y,y,n,n,y,y,n,n,n,n,n,s5,0.6656391478857302,0.42718935725368373
n,n,n,y,y,n,n,y,y,n,n,n,n,n,s6,1.0863955207846105,0.1094975865399127
n,n,n,y,y,n,n,y,y,n,n,n,n,n,s9,0.4294543856784867,0.6152765770761136
n,n,n,y,y,n,n,y,y,n,n,n,n,n,qc,1.2349937186045987,-0.12143787536215545
n,n,n,y,y,n,n,y,y,n,n,n,n,n,c3,1.3381269377534497,-0.04630288732636468
n,n,n,y,y,n,n,y,n,y,n,n,n,n,s5,0.7719387591255654,0.17212653195611438
n,n,n,y,y,n,n,y,n,y,n,n,n,n,s6,0.7646462072577376,0.20506239570580465
n,n,n,y,y,n,n,y,n,y,n,n,n,n,s8,0.28087589938093405,0.705416661590009
n,n,n,y,y,n,n,y,n,y,n,n,n,n,qc,1.0685437218230303,-0.05972594597936953
n,n,n,y,y,n,n,y,n,y,n,n,n,n,c3,1.6645001559273518,-0.3014993346041268
n,n,n,y,y,n,n,y,n,n,y,n,n,n,s5,0.5964068366606785,0.230974108406246
n,n,n,y,y,n,n,y,n,n,y,n,n,n,s6,1.012276899403006,-0.11106096344485783
n,n,n,y,y,n,n,y,n,n,y,n,n,n,s8,0.6882908287851598,0.2810454204204208
n,n,n,y,y,n,n,y,n,n,y,n,n,n,s9,0.8237802260732011,-0.20273038130381305
n,n,n,y,y,n,n,y,n,n,y,n,n,n,c3,1.2800590737635162,-0.3163334343434341
n,n,n,y,y,n,n,y,n,n,n,n,n,y,s5,0.7965121417485436,0.23597048950721447
n,n,n,y,y,n,n,y,n,n,n,n,n,y,s6,1.25371326881448,-0.3411581195003053
n,n,n,y,y,n,n,y,n,n,n,n,n,y,s8,0.7284282580972006,0.15203115326777283
n,n,n,y,y,n,n,y,n,n,n,n,n,y,s9,1.163084349826413,-0.5529480050006503
n,n,n,y,y,n,n,y,n,n,n,n,n,y,qc,1.1130504959004164,-0.060365103973933014
n,n,n,y,y,n,n,n,y,y,n,n,n,n,s5,0.7613013576571447,0.30017261702937426
n,n,n,y,y,n,n,n,y,y,n,n,n,n,s6,0.8984120696796045,0.12340801162687097
n,n,n,y,y,n,n,n,y,y,n,n,n,n,s7,1.1343642177683078,0.24083214679531795
n,n,n,y,y,n,n,n,y,y,n,n,n,n,qc,0.851288689264235,0.10417651141698137
n,n,n,y,y,n,n,n,y,y,n,n,n,n,c3,1.1182151649105336,-0.3951031311850255
n,n,n,y,y,n,n,n,y,n,y,n,n,n,s5,0.8881647085819636,0.1744816668336896
n,n,n,y,y,n,n,n,y,n,y,n,n,n,s6,0.5618756043949715,0.21525955534531716
n,n,n,y,y,n,n,n,y,n,y,n,n,n,s7,0.8708999646823066,0.13592604208551096
n,n,n,y,y,n,n,n,y,n,y,n,n,n,s9,0.2166505331749775,0.7117015072247136
n,n,n,y,y,n,n,n,y,n,y,n,n,n,c3,1.674792432100352,-0.7222527609427605
n,n,n,y,y,n,n,n,y,n,n,n,n,y,s5,1.1581187858122548,0.11154313992334541
n,n,n,y,y,n,n,n,y,n,n,n,n,y,s6,1.0105360593694903,0.11883811270465416
n,n,n,y,y,n,n,n,y,n,n,n,n,y,s7,0.9463036605002026,0.15398148707586867
n,n,n,y,y,n,n,n,y,n,n,n,n,y,s9,0.4409562555800271,0.3561978442476711
n,n,n,y,y,n,n,n,y,n,n,n,n,y,qc,1.6119619543935568,-0.7567374984156603
n,n,n,y,y,n,n,n,n,y,y,n,n,n,s5,0.9643294562095638,-0.03144986074514167
n,n,n,y,y,n,n,n,n,y,y,n,n,n,s6,1.0248970523799221,0.0181651285865847
n,n,n,y,y,n,n,n,n,y,y,n,n,n,s7,0.8243271927771221,0.4200076180971391
n,n,n,y,y,n,n,n,n,y,y,n,n,n,s8,0.5020943159436444,0.33657683760683776
n,n,n,y,y,n,n,n,n,y,y,n,n,n,c3,1.4409737152658282,-0.48180808080808024
n,n,n,y,y,n,n,n,n,y,n,n,n,y,s5,0.8964578611444086,-0.35422822212356997
n,n,n,y,y,n,n,n,n,y,n,n,n,y,s6,0.8676530023323759,0.07784340727118233
n,n,n,y,y,n,n,n,n,y,n,n,n,y,s7,1.0819401402575144,-0.20256535407856835
n,n,n,y,y,n,n,n,n,y,n,n,n,y,s8,0.4960247375582006,0.5628153208316564
n,n,n,y,y,n,n,n,n,y,n,n,n,y,qc,1.1216358471153383,-0.03498566752545651
n,n,n,y,y,n,n,n,n,n,y,n,n,y,s5,0.9761763758385049,0.06675438102627052
n,n,n,y,y,n,n,n,n,n,y,n,n,y,s6,0.620027169630365,0.43394119769119777
n,n,n,y,y,n,n,n,n,n,y,n,n,y,s7,1.0858522857940753,-0.15538953571941927
n,n,n,y,y,n,n,n,n,n,y,n,n,y,s8,0.980907256908614,-0.634071886973181
n,n,n,y,y,n,n,n,n,n,y,n,n,y,s9,0.4683105166053378,0.4597857948297561
n,n,n,y,n,y,y,y,n,n,n,n,n,n,s4,1.0924616057695316,-0.02882071169815448
n,n,n,y,n,y,y,y,n,n,n,n,n,n,s8,1.0695367860518752,-0.0438347151360543
n,n,n,y,n,y,y,y,n,n,n,n,n,n,s9,1.5880382043499641,-0.0542434124024298
n,n,n,y,n,y,y,y,n,n,n,n,n,n,qc,0.8941301969161864,-0.07535137682769744
n,n,n,y,n,y,y,y,n,n,n,n,n,n,c3,1.834085439324873,-0.43410078418317943
n,n,n,y,n,y,y,n,y,n,n,n,n,n,s4,0.6889816097366838,0.20846425633319
n,n,n,y,n,y,y,n,y,n,n,n,n,n,s7,0.7877441544065095,0.29573754610290914
n,n,n,y,n,y,y,n,y,n,n,n,n,n,s9,0.7198794818396022,0.2740097358574862
n,n,n,y,n,y,y,n,y,n,n,n,n,n,qc,1.156604491827066,-0.15720789062259888
n,n,n,y,n,y,y,n,y,n,n,n,n,n,c3,1.540264367167455,-0.36117474866816557
n,n,n,y,n,y,y,n,n,y,n,n,n,n,s4,0.9747870371575457,-0.007279367147682069
n,n,n,y,n,y,y,n,n,y,n,n,n,n,s7,1.1609758030603423,-0.31893008889372565
n,n,n,y,n,y,y,n,n,y,n,n,n,n,s8,0.37652365828837686,0.5616859605087015
n,n,n,y,n,y,y,n,n,y,n,n,n,n,qc,0.9677623222690763,-1.409431199417277e-05
n,n,n,y,n,y,y,n,n,y,n,n,n,n,c3,1.2960841132118286,-0.33281259194236124
n,n,n,y,n,y,y,n,n,n,y,n,n,n,s4,0.7653652457339515,0.32007742602091493
n,n,n,y,n,y,y,n,n,n,y,n,n,n,s7,1.0211074561403524,0.1438702004757053
n,n,n,y,n,y,y,n,n,n,y,n,n,n,s8,0.8968648334654808,-0.2536117540687164
n,n,n,y,n,y,y,n,n,n,y,n,n,n,s9,0.6307487144614429,0.4775344641136288
n,n,n,y,n,y,y,n,n,n,y,n,n,n,c3,0.8934186339009255,-0.11464338235294114
n,n,n,y,n,y,y,n,n,n,n,n,n,y,s4,0.7512280290610649,0.10863803662749438
n,n,n,y,n,y,y,n,n,n,n,n,n,y,s7,0.8365766215540127,0.05091547722473666
n,n,n,y,n,y,y,n,n,n,n,n,n,y,s8,1.5556022385224004,-1.0554356497081891
n,n,n,y,n,y,y,n,n,n,n,n,n,y,s9,1.1045935029653036,0.03663287174429475
n,n,n,y,n,y,y,n,n,n,n,n,n,y,qc,1.1813820399082897,-0.2609670849018757
n,n,n,y,n,y,n,y,y,n,n,n,n,n,s4,1.2184358969791036,-0.3019718620178966
n,n,n,y,n,y,n,y,y,n,n,n,n,n,s6,1.1589192834877287,0.15471428742699803
n,n,n,y,n,y,n,y,y,n,n,n,n,n,s9,0.34408556378831145,0.5745557258004678
n,n,n,y,n,y,n,y,y,n,n,n,n,n,qc,1.0469115688388102,-0.14609321291730315
n,n,n,y,n,y,n,y,y,n,n,n,n,n,c3,0.7586354169428652,-0.7878062926508984
n,n,n,y,n,y,n,y,n,y,n,n,n,n,s4,0.8956180744658142,0.24838995827218768
n,n,n,y,n,y,n,y,n,y,n,n,n,n,s6,0.6812951023371178,0.36182483244367103
n,n,n,y,n,y,n,y,n,y,n,n,n,n,s8,0.33527205246321234,0.5570010688347327
n,n,n,y,n,y,n,y,n,y,n,n,n,n,qc,1.302014660968545,-0.029077507266906274
n,n,n,y,n,y,n,y,n,y,n,n,n,n,c3,1.2242731038518477,-0.08192442152078994
n,n,n,y,n,y,n,y,n,n,y,n,n,n,s4,0.6719767108237055,0.41627552697150705
n,n,n,y,n,y,n,y,n,n,y,n,n,n,s6,0.9634654165723995,0.08884119866182594
n,n,n,y,n,y,n,y,n,n,y,n,n,n,s8,0.8450808917918922,0.1076229508196721
n,n,n,y,n,y,n,y,n,n,y,n,n,n,s9,0.7319136572063126,0.2711619127516779
n,n,n,y,n,y,n,y,n,n,y,n,n,n,c3,1.3844385302498547,-0.4236707996633
n,n,n,y,n,y,n,y,n,n,n,n,n,y,s4,1.0925011506369986,-0.08768095922197916
n,n,n,y,n,y,n,y,n,n,n,n,n,y,s6,0.8404096074441469,0.0803132995896142
n,n,n,y,n,y,n,y,n,n,n,n,n,y,s8,0.7222045079025964,0.16054051417344917
n,n,n,y,n,y,n,y,n,n,n,n,n,y,s9,0.9682371619931393,0.13717049711106222
n,n,n,y,n,y,n,y,n,n,n,n,n,y,qc,0.9838912841050563,-0.047479455333272025
n,n,n,y,n,y,n,n,y,y,n,n,n,n,s4,0.9631684666478408,0.08330070733502204
n,n,n,y,n,y,n,n,y,y,n,n,n,n,s6,0.8642958811756607,0.18627579942369066
n,n,n,y,n,y,n,n,y,y,n,n,n,n,s7,0.771230974234495,0.022589634418784033
n,n,n,y,n,y,n,n,y,y,n,n,n,n,qc,1.5179985238767433,-0.31768010878851105
n,n,n,y,n,y,n,n,y,y,n,n,n,n,c3,1.1830864105658982,-0.21661275628984278
n,n,n,y,n,y,n,n,y,n,y,n,n,n,s4,0.7019010888439914,0.23785148247564736
n,n,n,y,n,y,n,n,y,n,y,n,n,n,s6,0.5959733085534651,0.36245833744125666
n,n,n,y,n,y,n,n,y,n,y,n,n,n,s7,0.4104270361061837,0.21126817237798534
n,n,n,y,n,y,n,n,y,n,y,n,n,n,s9,0.41041588126341944,0.6743582887700537
n,n,n,y,n,y,n,n,y,n,y,n,n,n,c3,1.5162640450104616,-1.4502216996004744
n,n,n,y,n,y,n,n,y,n,n,n,n,y,s4,0.955011751992955,-0.10526630740909115
n,n,n,y,n,y,n,n,y,n,n,n,n,y,s6,1.067782560359353,0.05326282008999128
n,n,n,y,n,y,n,n,y,n,n,n,n,y,s7,1.096717654799204,0.2660269298659763
n,n,n,y,n,y,n,n,y,n,n,n,n,y,s9,0.73953346535214,0.44617057130392196
n,n,n,y,n,y,n,n,y,n,n,n,n,y,qc,1.2711880903519646,-0.19997864548220123
n,n,n,y,n,y,n,n,n,y,y,n,n,n,s4,1.1493649001934358,0.050276348896821976
n,n,n,y,n,y,n,n,n,y,y,n,n,n,s6,0.9149570857834051,0.09772323907073444
n,n,n,y,n,y,n,n,n,y,y,n,n,n,s7,0.7347030233589603,0.22625480153649166
n,n,n,y,n,y,n,n,n,y,y,n,n,n,s8,0.4945650062594226,0.4216601529668854
n,n,n,y,n,y,n,n,n,y,y,n,n,n,c3,1.5917785852157569,-1.5722501587301572
n,n,n,y,n,y,n,n,n,y,n,n,n,y,s4,0.9307716300726018,0.09255044780286781
n,n,n,y,n,y,n,n,n,y,n,n,n,y,s6,0.5827197089882962,0.37482425452505486
n,n,n,y,n,y,n,n,n,y,n,n,n,y,s7,0.6545323186609441,0.0982338308606524
n,n,n,y,n,y,n,n,n,y,n,n,n,y,s8,0.6522242323141206,0.23729487939149452
n,n,n,y,n,y,n,n,n,y,n,n,n,y,qc,0.8829854259621746,0.014094515699874965
n,n,n,y,n,y,n,n,n,n,y,n,n,y,s4,0.3738294714712882,0.5961813743628438
n,n,n,y,n,y,n,n,n,n,y,n,n,y,s6,0.6687811036575354,0.37235204470853833
n,n,n,y,n,y,n,n,n,n,y,n,n,y,s7,0.955425783560025,0.07330188679245309
n,n,n,y,n,y,n,n,n,n,y,n,n,y,s8,1.0306507359933013,-0.21441988482384788
n,n,n,y,n,y,n,n,n,n,y,n,n,y,s9,0.6560055716961605,0.09139699209127439
n,n,n,y,n,n,y,y,y,n,n,n,n,n,s4,0.6467551040650408,0.3933515830870169
n,n,n,y,n,n,y,y,y,n,n,n,n,n,s5,0.7233307270063538,0.25795020407488634
n,n,n,y,n,n,y,y,y,n,n,n,n,n,s9,0.541058478984206,0.36349692636469333
n,n,n,y,n,n,y,y,y,n,n,n,n,n,qc,0.7789950216649161,0.14291056240218458
n,n,n,y,n,n,y,y,y,n,n,n,n,n,c3,0.9535888288943982,-0.18971268034991784
n,n,n,y,n,n,y,y,n,y,n,n,n,n,s4,1.0219186873716672,-0.12985733178945602
n,n,n,y,n,n,y,y,n,y,n,n,n,n,s5,0.6729798729909112,0.2641041389357722
n,n,n,y,n,n,y,y,n,y,n,n,n,n,s8,0.6405083350288499,0.42961742191500263
n,n,n,y,n,n,y,y,n,y,n,n,n,n,qc,1.3221511403731323,-0.2825366530137521
n,n,n,y,n,n,y,y,n,y,n,n,n,n,c3,1.0082185526207594,-0.6292406218430928
n,n,n,y,n,n,y,y,n,n,y,n,n,n,s4,0.7993845369563666,0.380817545286949
n,n,n,y,n,n,y,y,n,n,y,n,n,n,s5,0.5215750997637988,0.4580032417043576
n,n,n,y,n,n,y,y,n,n,y,n,n,n,s8,0.9265860514884195,0.11903956539565408
n,n,n,y,n,n,y,y,n,n,y,n,n,n,s9,0.4144434122263107,0.5269801505538112
n,n,n,y,n,n,y,y,n,n,y,n,n,n,c3,2.072299880701949,-0.8313494289729785
n,n,n,y,n,n,y,y,n,n,n,n,n,y,s4,0.7856998172300615,0.19562405098841118
n,n,n,y,n,n,y,y,n,n,n,n,n,y,s5,0.7504814742164034,0.3027762528926149
n,n,n,y,n,n,y,y,n,n,n,n,n,y,s8,0.8002240818762858,0.20800621358428129
n,n,n,y,n,n,y,y,n,n,n,n,n,y,s9,1.064930840371085,0.003104547400848645
n,n,n,y,n,n,y,y,n,n,n,n,n,y,qc,1.2229200082498177,-0.25035936827386096
n,n,n,y,n,n,y,n,y,y,n,n,n,n,s4,1.0594418507092882,-0.4869073458630506
n,n,n,y,n,n,y,n,y,y,n,n,n,n,s5,0.6995855978796385,0.16397639496261218
n,n,n,y,n,n,y,n,y,y,n,n,n,n,s7,0.6022317979057326,0.24948924373669834
n,n,n,y,n,n,y,n,y,y,n,n,n,n,qc,1.200164409563096,-0.101257478085919
n,n,n,y,n,n,y,n,y,y,n,n,n,n,c3,1.9705544940320114,-0.7414341819019283
n,n,n,y,n,n,y,n,y,n,y,n,n,n,s4,0.7335589178039518,0.2602793446390571
n,n,n,y,n,n,y,n,y,n,y,n,n,n,s5,0.7299604921898929,0.3047904806909695
n,n,n,y,n,n,y,n,y,n,y,n,n,n,s7,0.7415304266049031,0.3782767017782309
n,n,n,y,n,n,y,n,y,n,y,n,n,n,s9,0.36381591112581696,0.5664194277108434
n,n,n,y,n,n,y,n,y,n,y,n,n,n,c3,1.5509146036785353,-0.37058666087963
n,n,n,y,n,n,y,n,y,n,n,n,n,y,s4,0.6947043147337811,0.10818668482853322
n,n,n,y,n,n,y,n,y,n,n,n,n,y,s5,0.8231404108959988,-0.15726462300799926
n,n,n,y,n,n,y,n,y,n,n,n,n,y,s7,0.5095843139756828,0.33364972774665824
n,n,n,y,n,n,y,n,y,n,n,n,n,y,s9,0.4518904163965441,0.5951774307580722
n,n,n,y,n,n,y,n,y,n,n,n,n,y,qc,1.7548042373053452,-0.2593457111365258
n,n,n,y,n,n,y,n,n,y,y,n,n,n,s4,0.5629283589917186,0.48732203386865547
n,n,n,y,n,n,y,n,n,y,y,n,n,n,s5,0.8091176482882659,0.1345651838368087
n,n,n,y,n,n,y,n,n,y,y,n,n,n,s7,0.8126919886326317,0.09179196859903382
n,n,n,y,n,n,y,n,n,y,y,n,n,n,s8,0.28113715321476684,0.7051426579225086
n,n,n,y,n,n,y,n,n,y,y,n,n,n,c3,1.4269428379295137,-0.7802767156862744
n,n,n,y,n,n,y,n,n,y,n,n,n,y,s4,1.1904529136212618,-0.2187500506471478
n,n,n,y,n,n,y,n,n,y,n,n,n,y,s5,0.8173751238881137,0.2215373666749211
n,n,n,y,n,n,y,n,n,y,n,n,n,y,s7,0.7712832965669193,0.26998577387088385
n,n,n,y,n,n,y,n,n,y,n,n,n,y,s8,0.5836479876357302,0.3122852415768703
n,n,n,y,n,n,y,n,n,y,n,n,n,y,qc,1.3605719142917405,-0.33219264416174465
n,n,n,y,n,n,y,n,n,n,y,n,n,y,s4,0.531620548581027,0.47709180021317044
n,n,n,y,n,n,y,n,n,n,y,n,n,y,s5,0.726503725377839,0.3942850060882179
n,n,n,y,n,n,y,n,n,n,y,n,n,y,s7,1.0936036985018747,-0.22881375227686718
n,n,n,y,n,n,y,n,n,n,y,n,n,y,s8,0.7361114224653292,-0.14484939637826955
n,n,n,y,n,n,y,n,n,n,y,n,n,y,s9,0.39514711570332917,0.5755329311211665
